Bills,Food,Entertainment,Transportation,Personal Spending,Savings,Healthcare,Income
55343,43532.01,17777,22912,21472,21645.92,64271.03,246953
47189,26046.68,6969.97,6775,8511.11,18330,21679.24,135501
10277,5670.1,2351,2044.75,2708.37,2342.31,5218,30611
62700.37,18999,9077,10692,10567,19908.62,26111.26,158056
8424,2994.98,1206,2300.09,1952,2274,4908.53,24060
78642.59,43174,19537.7,14668.64,17497.13,31628,18909,224057
49700,41816,17140.04,19945.58,12683.22,31673,52169.6,225128
18198,5558,3192.01,3568,4782.63,6876,11128.46,53303
73012,23225,13357.02,10302.84,11252.96,18941,50187.6,200279
66690.3,23531.09,15887,12176,11674.01,14930.5,71229,216118
55490,29478,11673,10334.15,8841.3,16840.59,37702.37,170359
90422,26789.36,23110.66,17664.2,17099.18,15839,43856.53,234781
16979.94,8567.8,3311.02,4149,3128.5,6100.4,7474.66,49711
30886,26965,11936.83,14543,7889,11804.28,49002,153026
20870,16233.39,6410,4306,5848.1,12220.24,17452,83340
59806,25368,18894,15870.68,13963,14105,65166.16,213173
51479.87,37674.48,12510,13327,11699,16324.39,69577,212592
65327.62,40181.56,20776.19,19070,17011.22,29253,36514.21,228134
32328,18696.61,6546.09,9813.18,9545.81,11784,24260,112974
55643,25126,9532.76,12730,14012.03,10191.88,32410,159646
57082.25,26484.92,13874,14340,14369.2,9235,14870,150256
37170,19837.25,11708,9515.66,12693,15769.21,53474,160168
26453,13728.11,5109,4772,5467.16,4075,18124.42,77728
43552,22000.9,16774.09,13131.43,14615.22,13673,51340.86,175088
8352,2389,1572,1153,1086,3023,3671.04,21246
57958.01,33151.29,10122.79,17344,10794.96,25466,31793,186630
40856.69,31662,8484,12819,11795.89,11887,41948.27,159453
41566,20891,8702.93,11457.94,13400,13093.57,28683.67,137796
69174,31484,17418,11151,16295.14,19665,12339.89,177527
34872.24,20254.32,5314.4,8012,8871,7704.07,17235,102263
48055,21987.93,9233,12028.68,9896.36,17447,26441.93,145090
7333,3526,1241,2121,1558.88,1906.07,3616.43,21302
29408,9303.57,5067.94,4983,5055.67,9053,14635,77506
13789,10085.97,3647,3149,3012.38,7649,9824,51157
19477,6785,3496,5806.01,5918.73,7649.1,15785.15,64917
80682,44714.73,16512.62,22698,17732,23907,27564.24,233810
21552,21133.67,7961,10337,8262,11789,25611.25,106646
30051.42,9797.47,5131.56,7797.08,4986,10200,25158,93122
7240.32,6187,2932.52,2176.24,2984.46,4199,8798.83,34519
66782.15,38261,20850,20632,12130,28246,50980,237881
62797.47,26007,22383,16706,17898.6,28594,54172.92,228559
61381,34006.55,11100.2,16770,14342.48,25954.45,34336.47,197891
24806,16815,8005,5550,6423,6333,22979.01,90910
51527.71,24397,9018.89,11980,11325,16866,5314,130430
28069,10786.5,6613,6989.69,4646.37,5205,19014,81324
4787.55,2593.68,1173.9,1304,804,1338.03,3406.59,15408
25460.35,9846,4930.99,5007.74,4914,5734.63,13485.71,69379
12664.98,6672.8,3138,2164.4,3470,3026,3916.73,35053
50969,21071,10643,9639.28,12225.03,12959.59,33011,150518
56157.36,25324,11221,7286.8,12960.79,9615.05,19429,141994
27886,20289,7381.18,8125,5781,8432.48,30828.21,108723
17570.77,9820.82,3090,4137.14,4931.29,8908,12897,61356
7630,2457.87,1835.54,1278.39,1342,2952,3292.94,20789
30483.87,13699.29,5466.41,9632.57,9766,7769.08,30902.44,107720
26848,8818.23,6895,5985,7021.83,3869.28,17219,76656
20561.33,10220,4886.13,4914,4248.68,2854,6344.21,54028
21761.44,11014.1,4385.87,6987.37,5682.46,10180.35,14472,74484
16114.95,8167,4131,3144,3225,2659.2,4713.11,42154
65355.21,44683,21825.14,17898.41,12742,16988,44450,223942
4063.07,1711.28,733,754,1111.89,1719,2243,12336
35778,22486,10607,6023,9809,9507,19466.45,113677
20971,12615,7647,5334,4015,7357.02,19839,77779
9708.7,5800,1653,1729.15,1677,3161,5300,29029
16727,9295.04,5293.34,3996,5579,10374.93,17934.94,69201
14458.55,5555.74,2366,2769,3031.03,3193,10892.67,42265
23159,13773,9553,6784,5950.18,12620.69,41076,112916
60840.95,31724.75,10139,9892.77,10729.1,17147.93,44469.12,184944
12740,6922,4016.97,4818.44,3183,6957,17559,56197
37888.6,21933.52,12832,12427,10040,10332.56,30279,135733
50597.74,33038,16345.88,12485.85,12112.56,11852,59819.08,196252
39277,28269,10868,10985.74,14328,12386,48668.13,164782
41148.76,25042,15177,16538.12,14186.15,17160.58,41305.51,170558
25709.66,15945.7,5320.54,5346.03,6066,11618.85,11900,81907
44524,20144,8274.86,13344.22,10870.17,17069.73,24649.6,138876
84361.77,39841,14020,13898.54,11751,29326.21,19768,212967
21306.04,10367,7408.92,6001,5089.09,5640.83,18622,74435
15082.64,9543.41,4026,3140.75,3970.16,2551.81,12316.72,50631
29108,18229.64,8498,7764.62,8023.62,18569,48845,139038
96153,47174.71,14192,23920.6,23599.73,21194,16370.12,242604
10035,4636,2096,1778.82,2410.12,4001,5146,30103
21393.16,10896.5,5607,6203.51,5481,8869.3,16322.38,74772
39843.7,24464.17,11784.06,7993,8416.14,14635.19,28972.02,136108
5276,3722.56,2243,1364.14,1356.53,1414.69,9005,24382
29906.88,14085,6180.87,6452.24,6225.58,8732.73,22707.45,94291
27928.18,11744,10624.8,7352,7929,14759,30858,111195
42094,22771,8704.76,12231,8594.68,15311.91,35121,144828
9772.48,4996.43,2672,1982,2483.32,2106,6596.95,30609
57890.48,24075.97,8112,15637.59,8463,18842.32,24528.52,157550
79036,24230,17823.94,22925,20337.23,21492,56206,242050
65105,35118,11136.25,9477.17,11666,16250.86,31985.77,180738
27234.05,12304.57,8349.37,5813.72,7538.2,9280,15163,85683
76267,26841,19216.23,16928.88,22853,33911.48,44151.69,240169
49784.72,21843,7944,8157.02,6778.65,16309,23897,134714
35005,25618.37,9208,8910,13341,7679.44,40567.93,140330
72618,30709,19395.4,18277.89,13823.63,29927.39,56740.44,241492
32230,8881.7,5120.27,4415.32,5178,4817.11,20672.05,81315
33732,12340.26,6987,8280.16,6157.86,11600,8737,87834
45877.62,15048.28,10371.96,10710.03,8730,20312.19,25155,136205
5485,3479,2056,1371,1929.63,3137,6695.25,24153
18005,11056.67,8506.98,6700,5474,5460.8,31122.06,86325
59417,29292.03,8244,9773,8894,15928,22523.51,154071
17538.77,10998.55,5903,3891,6031.46,3644,17311,65318
52157,17210,7842.39,10748,12572.35,16143.51,25211.92,141886
44862,23705,8020,7441.72,6418.72,18100.99,16484.49,125033
19796.27,10617,7169,6498.29,5605,9165,27226.1,86077
25684.25,20090,5523.74,7568,9290,8044,24274,100474
51757.02,23781,13601.37,13675.15,14158.95,18319,8222.71,143515
74375.83,34107.82,12020,16945.66,18027.5,29987.9,31600,217065
55807.61,34709.31,21322.85,19455.61,14461,21100,50132,216988
17832,13453.07,4342,6866,4656.3,12051,24118,83319
51213.9,24016,10704,12396.89,13499.65,10873.27,13182,135885
46682.1,17955,8441,11425,6788,16668,11818,119777
6522,3650,2036,2607,2081,4043,6428,27368
33865.45,25568.61,9513,8728,14802.25,17824,46098.82,156400
67143.31,33913,18927,18663.42,12690.02,22643.6,24033,198014
35795.18,14547.76,10062,5379,8084.93,11025.75,16857,101751
65673,44658,15723.6,18393.59,13737.45,31827.63,50190,240203
13203,4633,3703,3550,2851.43,3843,5522,37306
72645.89,24689.74,14832,16159,16014.15,28956.08,53226,226523
39080.05,34348.92,12661.99,14959,10729,23961.18,45246.74,180987
16749.2,8870,3834.23,4550.5,3265.3,3078,6871.48,47219
44543,42554.62,14481,13556,18848.98,30039,57929,221951
65575,39502.52,16745.47,19323,16323,17067.84,31179.07,205716
16051.61,13042.5,3898,5813,5647,6837,18990.92,70279
13854.77,11733,5790,5298.51,5060.85,5463.72,15827.83,63028
34743,22718.18,10371,10841,9261.95,11214,15114.09,114263
2301,1373.86,956,887,646.84,878.85,3082,10126
16905,8045.02,4138.98,4484.58,5880,7691.75,15184,62329
9067,7209.76,3618.64,2156.45,3244,2165,10170.89,37632
79383.73,30596.96,15684.6,23256,13827,27335.79,58087,248171
79970.57,26354.24,13759.69,11622.5,13879,24212,36584.9,206382
35257.88,15189.38,11682,8156,6597.72,6495,36567,119945
18229.57,6950,4005.67,6137,5945.62,3823,20086,65176
54397,35398.3,12641,15461.68,18848,18855.35,71535.79,227138
72193,35108,17668.05,17812,24519,17091.31,62180,246572
40557.82,30648.02,12359,12855,14563.27,18167.56,56249,185399
75579.39,25487,13245.8,13009.51,19786,26754,36115,209976
42231,19143,13629,12003,9383.95,13954,34526,144869
38561,34840,18217.86,11696,17438.53,22023,46177.81,188954
34578,21385,9547,8518,8593.07,19814,52356,154790
10082.06,7405.91,3236,4233.23,3777.37,6466,9360,44560
21727,8911,6586.34,6369,5658,11896,25441.94,86589
12819,4908.36,2954.77,1845.64,2675.42,4537,2375.75,32116
39226.02,24593,12932.13,14436.94,15139,24634,46355.51,177316
48728.15,41950.22,20441.47,17067,20171.3,35287,59148,242793
39029.59,16401,11360.45,9240,13597.43,13435,39653,142717
57362,31762.5,9849,13764.9,13617,18101,44138.92,188595
47294.06,14352,9944.48,11679,7995,17041.07,25779.41,134085
47694.09,14835.94,10418.44,12281.7,10693,8885.1,22910,127718
10781,5584,1893.58,2302.05,1933.02,2215,4548,29256
52365.99,33439,23208,16300.24,20761.57,14563.04,81810,242448
41331,20169.28,5827.06,10349.1,6032,10083,16366.14,110158
70436,34317,17346,14177.23,9901.15,13055.92,35010.67,194245
54567,35258,14185.83,13590,14935,10244.77,35721.53,178502
50172,22452,11210,14184,13264,21052.58,48018.38,180354
44970,22550,12887.64,10552.48,12320.36,7194,19244.49,129719
65436.57,23218,14674.44,20097,12217,10917.75,57885.77,204446
23204,11856.44,3918,6321.63,7814,6197,18933.8,78244
54078.19,23762,9702.13,14798.3,7735.87,18728,23961,152766
21925,12444,6299.28,5157,5582,3386.08,11470.74,66264
57536.66,29306.21,11259.25,13821.83,13993,29521,60694,216132
70419.04,39333,15816.9,12523.99,16746,35391.08,48259,238488
18996,8159.66,5220,6062.07,3442.84,6792,18872.84,67545
16536.33,7334.88,2732,4707,4118.09,5148.8,8647.06,49224
65764.46,43586,13392,14676.41,12199,21265,72705.5,243588
21923,12037.62,6746,9804.77,7908.66,15311,34214.06,107945
6175,3918.37,2148,1535,1539,2401,5507,23224
11523,5809.88,4470,4964.41,4228,4623.84,15119,50738
44404.06,29264,16214.97,13680,13942,10021.3,38695.25,166222
21051,8295.69,7053.74,6412.23,5032,5896.01,19990.22,73731
74867.17,19358.93,18032.93,13113.16,11345.62,9824,44218,190760
90976,37334,23456,12118.08,13665,19115.38,44336.75,241001
75283.74,27588,12907.38,21849.19,19160.04,20780,72121.95,249690
57179,29902,15704,13966,17884,31001,48944.52,214581
30691,29678.29,14663,11705,14913,19013.61,28985,149649
6554.44,1936.03,982.11,1499.64,1137.6,2092,3868.53,18070
51773.55,26840,13000.4,9905,12111,8900.84,13630.28,136161
6433.17,2917.7,1596.99,1323.35,995,1521,3878.42,18666
21720.96,11162.8,5159,5154,4640.77,4224,15699,67761
11237,8818,2481.72,4409,2698,3881.79,12842.91,46368
43809.59,19289.34,13159,14238,12690.19,21778.37,22891,147855
11717.41,6580,4363.36,5144,4664.83,6631,12813,51914
42357,41807.64,14378.48,14171,12113.57,28736,58015,211579
51506.58,21661,9876,13597.36,8463,10505.53,22128,137738
56230,37643,17910,11137.51,20747,14077.75,62353,220098
27865.61,15034,6218,4880.47,7119,5141.68,11267.13,77526
47319.85,37616,18602,16998.31,12813,26255,52303.39,211907
58320.34,29603,11591,16226.07,16129.98,13332,41635.46,186837
6214.56,5387.53,2569.99,1961.52,1585.41,2954,9282.52,29956
61178.45,30435,16946.86,21105.1,16051.99,29906.48,53343,228967
16308.91,9650.08,2955.27,4212,3747,6359.09,13008.19,56240
32142.33,18643.21,10393.62,7968.3,9056,14201,38603.99,131008
41085,24018,12584,17216,11599,24373,47345.22,178220
39775.9,17067,7501,10334,9708,13263.36,6621.61,104270
4615.14,1559.39,1227.77,915.48,826,1342,4271.39,14757
8872.7,3676,1999.89,2813,1967.07,2517.9,7250,29097
31155.89,25601.61,12073.99,8666,8830,17558,47581.23,151467
48262.26,19543,9225,14339.09,14145.15,20094.53,31704.09,157313
42915,15238.64,8976,9081,8627.25,7477,21577.28,113892
54980.66,27715,12699,9637,14782,18257.08,30697.16,168768
23783.39,15343,4033,5097,7243,4103.36,20878,80480
11377,7369.65,3755,3273,3752.32,6098.65,20537.48,56163
6731.57,5226,1559.79,1715,1648,3951.63,8984,29816
65154.85,34281,16865,11505.96,14314,27881,20910.18,190912
50329,41629.77,23828,19793.88,14476.02,18228.61,75333.3,243619
22530.94,8373.33,4228,4566,5978.25,7468.02,9708,62853
53186,25977.73,9539,9760,10638.13,11733,45156,165989
42657,12473.18,5805,6080.45,6774,9784.96,23156.04,106731
60808.95,18045,14426.16,12856.41,15134.59,19806.36,21560.75,162638
84681.66,32978,20713,11068.34,17730,17473,31881,216524
22755,14279,6891,4109,4772.78,5411.21,14604.86,72823
56387.85,18576,9898.41,11530,8677.57,11537,45271,161878
80126.3,40445,17288,20767.86,17170,26263,14532,216592
4616,1447.89,804,886.15,725,1051.31,2229.37,11759
55174,19551.21,17601.19,11846,17263.13,18259,43326.8,183021
35794,19529.34,10143,6960.46,7000,15165.56,7781,102374
47809,27807,13259,8941.65,11288,20866.64,13582.31,143554
13019,3509.54,2435.6,2181.59,2064.09,4610,6622.27,34442
61594.17,20836.18,11493,9571,9993.49,24177,37125.9,174791
70349,20608,16175,15400,12027.97,22764,41813,199138
28073,15573,8203,10290,8216,7495.4,25650,103501
4299,1527.33,828,1105.93,1069,1777.06,1472.14,12079
55972,18162.73,12029.23,8470,7860.87,12068.46,29226,143789
19467.08,9993,6056,6198,6164.95,10437,11361.21,69676
60567,20033,15341.99,13645,9280,23584.25,26573,169024
77506,38565.05,15443.53,15758,17772,32407.54,30064,227516
47517,22177.96,9288,17404,17547.94,10303.81,59293,183532
33618,10108,8172,9087,7985.42,9284,22142.49,100397
20048.26,13829.3,7937,4801,8129.22,6788.25,21314,82847
32812,14238.33,9760,8639.07,6244,8494.77,23418,103607
87736.5,44389,13635,21195.83,17670.73,27802.26,17748.54,230178
48998,29235.67,10200,12930.33,11801,12579.49,33776,159521
63686,23464.53,12451.34,10993.24,15427.62,15378,33207.51,174608
27553.13,13047.24,4504.83,5495.74,5377,9073,9025.32,74077
16632,9347,2434.12,4152,3521.23,5695.58,6476,48258
66892,24918.23,15333,9939.22,11991.11,23073.15,37227,189374
63101.52,23944,8686,13903.46,14795,13497.14,32010.48,169937
56868.82,18305,9681,11402.11,14031,18929.18,18500,147717
42702.61,17722,10383,7893.13,10601,6855,33614.01,129771
11792.96,8175,3005.67,4586,3668.4,6578.3,10192.72,48000
7484,6121,2916.4,2980,2305,2716,12213.93,36737
7792.45,2901,1846,1473.23,1725.51,2463.86,3283,21485
17942.22,8670.18,3182,3572,2996.85,7232.06,4969,48565
53920.25,17826,13861,12728,15224,12031.24,41003.31,166594
32665,25075,9639.82,7200,8357.37,17781.77,28894.72,129614
18389.54,12057.67,7155.55,4259.11,7207,6353,19732,75155
52643,34629,16068.87,19211.07,13980,29285.09,30423.01,196240
24440,8911.34,3708,4728.2,3230,6349,11120.86,62487
51577.04,21077.64,10226.04,8668,10128,20298,17973.79,139948
6437,3106,1169,1688,1257.86,2999,5686,22342
18063.14,5539,2996.32,5018,3082.32,3399.19,12709.01,50806
18988.32,8177.84,3955.31,3579.27,3747,6894.41,13428.25,58770
25133.38,14789.56,7061,5667,7480,10019.93,18472,88623
25273,21386.03,9241.51,9218.44,6464.91,6107,35486.37,113177
60989.62,34701,22209,23207.53,17913.45,25693,56143,240857
53251,24950.92,8998.94,8754.61,12964,9608.35,22498,141026
31426,16636.66,6219.23,6422.45,8397,8207,8320.28,85629
47185,19550,9960.35,12848.73,8413,16526.76,16509.73,130993
71243,28583.17,17889,14274.15,15075.64,28960,17650,193675
54074.08,15426.27,12128,12344.36,9372.07,15866.27,17733,136944
65072.51,32193.86,17894.57,12906,21168.78,21526,52283.76,223046
38110.96,22279.44,7536.34,9155,11248,14138,13479.62,115947
10359.79,4019.77,2458,2115,2418.34,4802,10226.72,36399
39063,25948.59,12340.42,12833.1,12437.7,10157,25397,138177
72925.12,33929,19394,18216.56,22460.56,15627,43902,226454
78840.64,32514.24,13382.13,11382.46,17331.07,14696,54169.35,222316
32304,15603,11158.37,8430.41,6720.38,6101,39258,119575
26072.7,18816,7714.43,9776.7,9963.34,17054.76,31505.69,120904
85471.97,35344.94,12764,12151,14907,17575,39391.89,217606
46980.15,29352,16727,14566.49,11415,28053,49084,196178
10180.16,7856.05,2166.73,3648.15,2920,2757.52,11149.39,40678
24871.56,16112.07,6945.96,4399,6548.68,10885,16456.14,86218
26059.73,9686,5236,5417.12,7053.38,4052.94,15724.94,73230
30563,8521.63,7977,5939,5171.47,8476.21,17407.33,84055
70947.07,25115,17730,15208.44,17446,20804,30194.3,197445
49134.93,22746.78,17251.04,13632,9422,17585,42780.36,172552
69616.5,41122,14005,19808,21256.76,26307,34187.23,226302
52600.97,31801,20961,18937,18154.87,19984,47470,209908
22890.59,8337,5161,7875.85,6941,10177.11,20874.94,82258
13687.78,5457,4061,3095.69,4507,4470,14707.63,49986
46781.22,23741,14947,10782.54,10998.06,9426.39,48556,165232
35043.56,9699.3,6352.34,6808,9134.74,9572.95,18984,95595
28581.64,17725.42,7557,9792,5905.3,15790,26005.92,111358
71278.6,23529,15199.91,15971.24,17613,22574.75,54017.17,220183
22239.72,9815.89,7232,4805,4827,5502.04,20506.97,74929
32979.62,8470,8186,7635.85,7983,7408.53,10841.8,83506
16675.3,5359.79,2789,2387,2574.78,2903.61,12222.3,44911
33726,16292,9553.45,4927,8502,9768.97,14356.75,97127
49552,20998,12358,17212,13607.73,20636.51,38529,172893
57679.19,28623,18311,17156,12988.22,31760,49592.78,216111
63264,25671,16287.45,12277.8,17864,14667.64,51574.64,201607
28056.53,19289,7092,7886.28,10165.81,6366,44597.24,123453
37031,15935,9323.59,8732.16,7004.19,11047,5385,94458
8839,3612,1995.9,1406,1486,3142.25,1694,22175
36023,14458.39,11395,7541.75,8096,16580,35141.01,129235
14643,8553.08,3866,5252.41,4394,5149,22913,64771
52940,29978,14299.84,14747,13663,26311,95793,247732
54751,27350.88,9766,11212,10155.12,16743,7179.21,137157
29422,26174,9359,10120.29,11869.27,19181,25175,131300
19615.24,10822,9323,8959,7202.32,10826.31,30176.76,96925
29750,14863.52,6939.99,7389.76,6358.06,5610,5447.14,76358
35013,26671,14094.19,12288,9358.54,14743.1,46232.15,158399
15145.7,11320.03,3071.06,3727,3945,5668,14180,57057
4513.06,3021.17,1178.77,1049,1315.69,1925,3146.9,16150
3545,1836.78,749,849,1190.42,1441,4813.74,14425
8812,3365,1981,1966,1772,3170,4967.47,26032
3293.4,1501.64,1211,703.01,833,853,3802,12198
46408.8,38595.63,17840,10132,17510.29,24943,46142.25,201572
61212.25,26925,12677,18046,17053,16441,42112,194466
35955.75,25109.57,11357.57,14463,8417.42,14676,51172,161151
56276,27117,9901.65,10801,15956.87,17771,39467.41,177292
55337.73,19458,17333.51,18111,10485.48,14559,47662,182946
53450.58,27726,8438,12225,12781,15752.13,24558.38,154931
40932,27126.41,11071,12012.26,18118,28127,54145.36,191532
67335,22997,13173,9275,15974.6,15755,27982,172491
47266,14288,6592.65,9658.25,11442,10488.36,29129.12,128865
40540.49,21313.52,12534,10737,9916.91,18626.83,36109,149777
59630,26622,10079,10042,16347.28,17508,43723.17,183952
9033.05,3816,1973.95,3215.24,2677,4626.98,7894,33236
25379,14227.84,7521,9757.28,5383.53,10336.99,25350,97955
50035.84,33238.52,13542,13168,13659.87,22495.07,80446.82,226586
35763.55,15164.88,6243,6696,7612.98,14781.35,26883.14,113145
37112.13,20581,8112,12918,15553,17740,44415.16,156430
68172,32371.52,12176.8,15811,17891,26482.71,67879.62,240785
31168,11640,9879,8960.44,6510.63,14548,22209,104914
45018,17691.33,6624,6564,9954.33,12324.7,14694,112870
83479,29388.48,13869,13364.04,13673.32,13841,50376,217990
32103.85,23066.25,7493,8588.7,9819,17260.08,27913,126243
6258.96,4901,1618.99,2310.58,1718.47,1835,5952.76,24596
43571.71,33949,16599,10905.74,16283.16,13095.21,40240,174644
86382,27676.52,19985,13496.76,18461.24,12830,40997.95,219829
35258,22029.45,13096.23,10201,8063.39,12570.83,41133,142351
42105,35782.66,18806.79,13043,12406.42,28900,53224,204269
34510.59,22861.68,10089,6814,10598,12395,24228.76,121496
49768.64,14143.61,7924.08,8414,11202,9745,39076,140273
69563.9,36068.71,17702,11013,13338,17171.25,38731,203588
33195,15870.34,13544.32,10761.12,13746.47,19609.1,41429,148155
50994,24691.82,9522,10692,8041,11800,14933.31,130674
49155,17639,7380,7540.59,11084,17861.44,19647.09,130307
34755.83,20365,12967,9676.57,13085,22603.87,45389.46,158843
37409,26245,12813.33,11521.51,9996,22885.29,50177.65,171047
54873,32326.29,13608,9815.97,15778,21330,38989.24,186720
47344,19025.95,13222.9,14060.73,16501,10729,68473,189357
7770,3654.29,2508.26,2480.24,2815,2050,7784.96,29063
20491.55,10831.32,4845,4032.22,5120,10036.2,22286,77642
27895.33,17096,5355,9652.83,6728.97,10249.57,23115.34,100093
59286.1,45386,18843,21837.83,16312,27499.43,38050,227215
59562,26436.65,13169,11987.84,9889,22538.8,35086.58,178671
40637.88,26350,10106,10655.15,11022.71,9687,84533.14,192992
58823.13,19184,10415.92,9498,10577.49,22017.19,39085,169601
9656,8276,3307.8,3904,2699,5250,12861,45954
10753,4005.14,3685.71,3694,1928,3244,10545.53,37856
3045.98,2018.49,944.07,816.3,1184.28,1761.97,2801.92,12573
82681,28441,17121.61,19128,17508,31905,22632.05,219416
10352.69,7311.67,2776,3718,4474,6562,10172,45367
54122,43574.06,13138.21,12413.77,21538,25517.96,73105,243409
88931.95,36037.32,23241,22981.55,23270,28771,24572.15,247804
34138.21,11693,5558.81,10356,8165,11435,28261.72,109608
22049.7,12801.25,3992,3890.88,6430,9177.52,12433,70774
11658.82,5991,2783,2023.33,2357.78,1928,7010.74,33752
19351,8745.47,3915,3728,5384.63,6880.73,17024.87,65029
46361,17186,14622,8902.62,11775.48,14018,45893.03,158757
46266,27947.81,11551,7794,12927,20574.56,13222,140282
20410.26,7277.96,4736.53,5391,5848.23,8406,9623,61693
48707.61,18465,10504.59,12501,11051,7191,18318.78,126739
22925.83,6917.68,4824,3914,6070,8838,12472,65961
70288.67,32910,19802,22539.51,18294.92,30695.89,53478,248009
77105.17,35536.18,12004.77,13758,15901,16696.66,46978,217980
31020,21060,13132.73,7024.81,8662,8644.8,47133.46,136678
32876,11160,8017.96,8344,5248,8572,10314,84532
31431.67,17515,5357.96,7876.35,7966.12,8640,13206.75,91994
24078,6965,5058.4,5081,5385.71,8663.46,10901,66133
90160,31550,22823,20964,16704,19831,36465,238497
21917,11793.36,6797,7102.8,6090.87,10176,7391,71268
71960.63,41870,13934.61,23118,16766.01,33820.93,31802.69,233273
57312.71,35193.83,9377.34,14879.83,15915.08,12787.1,33849,179315
71482,35657,15549.38,13156.45,14001,16229,32381.59,198456
10665.58,7852.28,2249.8,3344,3875,5922,7745,41653
52045,23722.14,9624.94,10930.27,10457.78,21825,39123,167729
39101.71,31948.61,13154.21,12571.86,15291.2,13871.03,55085,181024
43283.37,19501,10045.06,15436.92,9834,22516,42636,163252
67329.52,25009.56,19399,23052,23344,26161,54209,238504
48114.6,20953,11756.76,7420,10805,19161,13619,131829
39031,13988.43,12405,9745,11558.87,8373,43276,138377
79012.59,31122,21455,13922,15090.64,27429,31452,219483
3621,2122.23,687.96,1018,1023.27,1420.96,1729,11622
21587.09,6237,5793.74,3221.74,4441,6229,11246,58756
14648,6442,2693,4402.91,4108.61,7482.19,11032.48,50809
8065.05,2999.67,1739.42,1748,1341.71,2283,8549,26725
59066,31377,13930.9,11415.27,17877,28911,39891.55,202468
23471.37,8107.99,4686.42,6004,5933,7321,5701.43,61226
73367,38868,23676.36,12731.61,22283.36,22028.52,54413,247368
19364,9582.62,7721,7097,6463.74,9805,31147,91182
81445.43,36908.08,19203.09,19989.52,19386.08,21283,25422,223637
13945,7802.15,3936,3714.14,2126.73,3648.8,4229,39402
4555.72,2474.88,955.24,1134,1236.71,1800.04,2106.12,14263
83925.7,37989.11,17836,19281,13513,19460.03,45589.72,237595
46048.13,31717.14,12674.24,13201,16057.2,27655,40547,187900
14996,6190.49,4052,3437.17,3430,5923,19895,57924
23063.53,13193.59,7550,4465.06,6758.23,11251.11,17900.64,84182
56004.29,32682.8,14018.12,18759.04,16959,12631.25,83082.34,234137
69056,29636.72,15574,18425,12076,29802,25554,200124
30653,22522.63,9166.21,10112,15111.82,8943,56227.85,152736
10904.02,4720.82,3041,2341.99,3427.73,4599,16702,45737
39232.56,20379,6859,5936.11,7683.38,15086.58,16154.79,111332
25738.7,10398.14,8593.9,9448.51,8132,11516,25735.39,99563
46545,24645.64,12168,13856,14778.84,21901.47,36550,170445
51130,26909,11461,16317.52,13507.92,18679.25,39464.36,177469
52906.66,26192,10153,7861,7021.36,13004.81,21437,138575
66997.05,24079,12619,20602.39,19810,31262,51847,227217
41410,14847.15,8553,7970.65,9517.08,12118,16955.62,111371
11967.41,5863.27,3457.91,3220,4190.11,5842.01,14167.79,48709
53473,35329.51,10367.44,12716,11752.27,29449,49105.83,202192
34768,27110,12903,16030.77,14445.7,14891.29,40173,160322
8606.17,4010.79,2814.66,1608,2484,4281.89,7365.81,31172
7420.65,3017.6,1924,1777.74,1704,3021,2690,21555
72699.18,43274,12752,16619,16321.34,19111.32,47705,228482
71044.33,35225,21014.64,17134,17549.01,18579.44,39142.49,219689
15407.02,12013,4124.37,5054,3997.28,4796.44,17884,63276
20812.84,10149,4293.19,3619,5004.06,9227.68,14386.64,67492
40676.89,38166,16788.32,16681.22,10582,27739.98,43439,194074
26453.46,15192.13,9233.92,7997,8591.37,7259,24872,99599
52878,40187.79,20842,11087.21,11302,12613,64517,213427
58128,28557.68,11982,16383.39,16948.48,34024,66297,232320
36089,30081.04,15416.03,9276,10640,20458,43872.49,165834
7764,3463,1967,2034,1900,3069.89,848.55,21046
52379,30955.4,12720,22855.19,17275.98,16412,85474,238071
47567.94,17805,8468,9490.66,6688.51,8244,27756.07,126021
52564.26,25849.92,14654.8,10712.17,16430,15465.43,34164,169841
54616,24671.43,11647.95,14620,16223,27177.78,45417.22,194374
56931.48,29423.34,12665.34,11519,15200,11373,27110.21,164222
76812.83,32213.16,10513.44,19882,12020.84,19896.92,37980,209319
4080,2636.46,1399.5,787,1215,1214.47,3521.26,14853
93433.79,31033,18671,14992,21983.63,18462,37109,235685
52093.71,25335.01,10034.38,11453,10276.83,14333.49,7373.3,130900
73206,44906.37,19589,14708.12,22345,12354.19,43362.87,230471
61539,17847,14640.91,14226.45,13019.98,14298.85,27293,162864
25834,12261,6206.09,5006,4570.96,8691.97,6559,69129
62688,47265,16037,19213.56,22581.18,22290.53,57016,247091
62528.26,27202.15,11075,14151,18466,13959.31,68168.21,215550
35711.43,19706.65,9286.64,11891,12032,7536.58,27966,124130
67096.32,41276,17202.69,17879.1,12452.28,26439.28,26024.64,208370
69028.13,23332.25,15235.91,9797.88,12586,11856.55,31223,173059
62124.3,26328,14919,8908,14358.31,12102.1,18182,156922
52179,15722,11105,14011,13309.27,13968,32889.68,153184
50093,22355.99,12787.53,8240,11168.6,17257,9886.19,131789
61411,23645,8587.1,8400,13596,17182.65,32308,165130
62681.81,28013,14758.49,17175,18193,19774.37,25897.32,186492
16546.59,6548,3053.42,4129,4815,6088,7710,48890
